Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Latitude,Longitude,State,Day,Month,Year,RainfallTomorrow
GoldCoast,23.0,28.9,0.4,ENE,43.0,SSE,E,17.0,15.0,75.0,76.0,1010.2,1008.6,27.5,25.8,No,Yes,-28.0167,153.4,Queensland,22,1,2015,73.4
Albury,7.9,15.1,0.4,W,39.0,W,W,24.0,22.0,77.0,53.0,1006.7,1009.2,9.9,13.5,No,No,-36.0806,146.9158,New South Wales,4,5,2014,0.0
PerthAirport,8.9,19.1,0.0,NNE,33.0,ENE,ENE,11.0,19.0,62.0,46.0,1030.4,1027.2,12.0,17.6,No,No,-31.9522,115.8589,Western Australia,24,6,2012,0.0
MountGinini,5.4,20.1,0.0,SSW,54.0,SW,WSW,24.0,19.0,56.0,35.0,1017.4,1015.0,10.2,18.8,No,No,-35.5333,148.7833,New South Wales,19,12,2009,0.0
NorahHead,14.8,23.3,0.0,N,30.0,SE,NE,7.0,19.0,63.0,58.0,1020.4,1018.5,20.6,22.1,No,No,-33.281,151.5791,New South Wales,7,12,2013,0.0
Melbourne,15.0,36.6,0.0,NNE,54.0,NNE,N,31.0,26.0,63.0,17.0,1014.0,1009.0,19.5,33.4,No,No,-37.8136,144.9631,Victoria,24,1,2013,0.0
NorfolkIsland,22.6,25.9,0.0,E,54.0,E,ESE,31.0,31.0,85.0,81.0,1012.8,1011.5,24.0,24.9,No,No,-29.0257,167.9416,Tasmania,9,1,2011,0.0
Portland,10.7,18.4,5.2,NW,46.0,N,WNW,9.0,2.0,96.0,56.0,1014.4,1009.5,12.0,18.3,Yes,Yes,-38.3333,141.6,Victoria,20,8,2009,8.6
Brisbane,15.3,25.8,0.0,WSW,30.0,SW,NE,2.0,4.0,75.0,67.0,1017.1,1013.0,20.0,23.5,No,Yes,-27.4678,153.0281,Queensland,11,5,2010,12.2
BadgerysCreek,8.4,20.4,0.0,N,48.0,WNW,WNW,13.0,30.0,55.0,33.0,1006.3,1005.0,18.1,18.9,No,No,-37.7,145.5167,Victoria,1,7,2009,0.0
Moree,16.9,31.2,0.0,SSW,37.0,NE,NNW,20.0,9.0,59.0,37.0,1018.1,1015.1,22.4,29.8,No,No,-29.465,149.8344,New South Wales,16,2,2012,0.0
Williamtown,20.0,27.1,0.6,SSE,50.0,SSE,SE,35.0,35.0,54.0,57.0,1019.7,1020.2,23.1,25.5,No,Yes,-32.80899676,151.8389966,New South Wales,22,1,2012,9.4
Cobar,7.8,22.1,0.0,SSE,31.0,S,S,7.0,15.0,46.0,30.0,1023.4,1021.4,14.4,20.3,No,No,-31.4997,145.8319,New South Wales,17,10,2009,0.0
Sydney,19.4,31.6,0.0,WNW,70.0,NNE,W,13.0,41.0,60.0,26.0,1007.8,1002.7,23.2,29.6,No,No,-33.865,151.2094,New South Wales,27,10,2014,0.0
Hobart,9.5,21.1,0.4,NNW,57.0,NNW,NW,26.0,24.0,59.0,43.0,1012.9,1011.0,13.1,20.8,No,No,-42.8806,147.325,Tasmania,29,3,2013,0.0
SalmonGums,19.1,30.0,0.0,SSW,48.0,SW,S,26.0,31.0,53.0,29.0,1017.4,1015.0,21.9,26.0,No,No,-32.9747,121.638,Western Australia,14,1,2011,0.0
Williamtown,20.9,33.7,0.0,NW,46.0,WNW,WNW,9.0,20.0,71.0,28.0,1008.3,1005.7,25.0,32.1,No,No,-32.80899676,151.8389966,New South Wales,16,1,2015,0.0
BadgerysCreek,6.6,23.1,0.0,SW,28.0,SW,WNW,4.0,6.0,65.0,44.0,1021.8,1019.0,13.9,23.0,No,No,-37.7,145.5167,Victoria,25,4,2013,0.0
Penrith,22.2,27.8,0.0,SW,22.0,NNW,SW,4.0,9.0,77.0,69.0,1017.4,1015.0,24.0,26.9,No,Yes,-33.7511,150.6942,New South Wales,1,1,2017,2.4
Bendigo,-2.0,10.0,0.2,N,26.0,SSE,N,7.0,11.0,93.0,55.0,1029.0,1026.7,3.3,9.5,No,No,-36.75,144.2667,Victoria,21,6,2015,0.4
Melbourne,14.2,31.5,0.0,NE,28.0,NNE,ENE,9.0,7.0,72.0,28.0,1018.8,1015.4,16.6,30.5,No,No,-37.8136,144.9631,Victoria,8,3,2017,0.0
NorfolkIsland,20.0,25.0,17.2,WSW,50.0,WNW,W,15.0,22.0,81.0,84.0,1000.9,999.2,23.7,24.2,Yes,Yes,-29.0257,167.9416,Tasmania,9,3,2017,6.0
MountGinini,12.4,17.4,2.2,NNW,81.0,NW,WNW,35.0,35.0,75.0,98.0,1017.4,1015.0,15.2,15.4,Yes,No,-35.5333,148.7833,New South Wales,22,11,2009,0.4
Watsonia,14.0,24.9,0.0,NNE,46.0,NNE,N,17.0,20.0,54.0,39.0,1015.5,1013.9,18.9,23.8,No,No,-37.711,145.083,Victoria,6,5,2016,0.0
Williamtown,12.8,27.4,0.0,E,39.0,WNW,ESE,9.0,24.0,65.0,50.0,1013.2,1010.7,21.4,26.2,No,No,-32.80899676,151.8389966,New South Wales,31,12,2013,0.0
Tuggeranong,1.2,6.2,3.2,WNW,61.0,WNW,W,22.0,24.0,65.0,53.0,1015.9,1020.2,3.4,5.3,Yes,No,-35.4244,149.088,New South Wales,13,7,2016,0.0
Walpole,15.2,30.8,0.0,ENE,46.0,NE,ENE,22.0,20.0,62.0,32.0,1021.5,1017.4,18.9,28.2,No,No,-34.97,116.728,Western Australia,10,2,2009,0.0
Nhil,13.3,23.3,0.0,WSW,76.0,WNW,W,35.0,46.0,59.0,31.0,1003.1,1005.3,19.3,20.5,No,No,-36.3333,141.65,Victoria,29,12,2014,0.4
Adelaide,10.4,16.1,16.2,WNW,37.0,ESE,WSW,7.0,17.0,94.0,65.0,1015.3,1014.0,12.3,15.3,Yes,Yes,-34.9289,138.6011,South Australia,14,5,2013,4.6
Launceston,2.0,14.0,12.2,NW,39.0,NW,SSE,9.0,20.0,86.0,58.0,1017.4,1015.0,10.0,10.1,Yes,No,-41.4419,147.145,Tasmania,30,5,2017,0.2
CoffsHarbour,13.1,24.9,0.0,NE,37.0,S,NE,6.0,28.0,62.0,60.0,1018.6,1015.0,21.9,24.4,No,No,-30.3022,153.1189,New South Wales,20,4,2014,0.0
Katherine,22.9,35.4,3.2,SSE,30.0,WSW,S,7.0,13.0,83.0,54.0,1010.3,1006.1,27.3,34.5,Yes,No,-14.4667,132.2667,Northern Territory,9,3,2014,0.0
SydneyAirport,20.2,29.9,0.0,NNE,56.0,N,NE,11.0,39.0,51.0,42.0,1016.7,1013.6,25.8,28.5,No,No,-33.865,151.2094,New South Wales,18,12,2015,0.0
Hobart,15.8,36.5,0.0,NNW,46.0,NNW,NE,35.0,15.0,49.0,17.0,1012.0,1006.2,21.7,35.5,No,Yes,-42.8806,147.325,Tasmania,11,1,2010,1.2
Darwin,20.8,31.3,0.0,NNW,31.0,SSW,N,9.0,20.0,76.0,59.0,1012.9,1009.1,24.5,29.9,No,No,-12.4381,130.8411,Northern Territory,10,7,2012,0.0
Cobar,20.3,29.1,0.0,NE,43.0,NE,NE,24.0,17.0,75.0,63.0,1009.0,1007.2,23.2,26.7,No,Yes,-31.4997,145.8319,New South Wales,7,12,2010,6.6
Dartmoor,13.7,20.3,0.4,SW,39.0,WSW,WSW,11.0,20.0,95.0,69.0,1008.5,1010.5,14.5,18.4,No,No,-37.9333296,141.2833322,Victoria,1,1,2017,0.8
Brisbane,12.9,26.7,0.0,ESE,31.0,SSW,ESE,4.0,15.0,57.0,45.0,1022.1,1019.8,22.2,25.2,No,No,-27.4678,153.0281,Queensland,19,10,2010,0.8
Uluru,16.0,28.7,0.0,ENE,35.0,ESE,E,20.0,17.0,79.0,45.0,1018.5,1014.1,16.8,27.0,No,No,-25.344,131.035,Northern Territory,4,4,2014,0.0
Ballarat,14.5,15.9,1.0,SSE,54.0,SW,S,7.0,24.0,98.0,99.0,1008.8,1010.8,15.9,10.5,No,Yes,-37.55,143.85,Victoria,24,10,2011,1.4
Brisbane,18.4,28.4,0.0,SE,39.0,SE,ESE,9.0,17.0,61.0,50.0,1020.5,1017.7,25.8,27.6,No,Yes,-27.4678,153.0281,Queensland,13,3,2012,4.8
Albury,3.4,15.6,0.0,E,20.0,SSW,E,2.0,15.0,100.0,67.0,1022.1,1017.8,6.4,15.4,No,Yes,-36.0806,146.9158,New South Wales,11,6,2013,15.0
Walpole,12.5,25.6,0.0,NE,37.0,NE,SE,15.0,19.0,83.0,60.0,1018.9,1013.8,16.7,23.6,No,No,-34.97,116.728,Western Australia,18,4,2010,0.0
Cobar,11.0,13.8,16.6,SSW,26.0,SSE,SW,11.0,15.0,95.0,89.0,1014.5,1011.7,11.9,12.7,Yes,No,-31.4997,145.8319,New South Wales,3,6,2012,0.2
Canberra,14.4,21.3,0.0,NE,28.0,SSE,NE,7.0,15.0,82.0,83.0,1010.5,1009.0,18.3,20.0,No,Yes,-35.2931,149.1269,Australian Capital Territory,5,3,2010,13.2
Penrith,18.8,34.9,0.0,NW,33.0,E,NW,2.0,13.0,68.0,35.0,1017.4,1015.0,24.6,33.9,No,No,-33.7511,150.6942,New South Wales,26,12,2016,0.0
Penrith,19.3,27.8,0.0,S,50.0,NE,SE,4.0,24.0,99.0,89.0,1017.4,1015.0,20.3,21.7,No,Yes,-33.7511,150.6942,New South Wales,7,12,2008,12.0
GoldCoast,13.1,24.1,1.4,NE,37.0,N,NE,13.0,30.0,37.0,51.0,1010.9,1005.9,19.9,22.4,Yes,No,-28.0167,153.4,Queensland,30,9,2011,0.0
AliceSprings,16.3,32.6,0.0,E,30.0,ESE,NW,20.0,6.0,37.0,19.0,1013.7,1009.3,23.9,31.7,No,No,-23.7,133.8667,Northern Territory,5,11,2015,0.0
Wollongong,16.7,24.2,113.0,ESE,46.0,NNE,N,7.0,4.0,93.0,78.0,1019.4,1020.2,20.4,23.4,Yes,Yes,-34.4331,150.8831,New South Wales,25,3,2014,6.4
Tuggeranong,6.1,12.9,0.0,ESE,20.0,NNW,E,4.0,11.0,89.0,56.0,1034.5,1031.4,8.4,12.7,No,No,-35.4244,149.088,New South Wales,1,6,2009,0.0
Perth,1.2,18.7,0.0,NE,17.0,ESE,NW,9.0,4.0,75.0,36.0,1028.3,1025.4,8.0,18.2,No,No,-31.9522,115.8589,Western Australia,19,7,2012,0.0
Brisbane,19.7,27.3,9.8,E,28.0,SSW,SE,6.0,11.0,91.0,41.0,1018.7,1016.6,20.7,26.7,Yes,No,-27.4678,153.0281,Queensland,13,12,2015,0.8
Moree,2.8,19.7,0.0,SW,33.0,WNW,WSW,9.0,20.0,62.0,37.0,1021.6,1017.4,13.0,18.6,No,No,-29.465,149.8344,New South Wales,17,8,2015,0.0
Cairns,20.2,28.8,0.0,ENE,28.0,S,ENE,13.0,17.0,73.0,55.0,1013.4,1009.7,25.3,28.3,No,No,-16.9303,145.7703,Queensland,14,5,2013,0.0
WaggaWagga,13.5,21.6,0.0,ENE,39.0,NNE,N,7.0,19.0,62.0,41.0,1024.8,1020.8,15.6,20.7,No,Yes,-35.1189,147.3689,New South Wales,25,5,2009,3.8
NorfolkIsland,15.7,20.0,0.0,WSW,35.0,SW,WSW,13.0,9.0,59.0,63.0,1019.1,1017.2,18.0,19.3,No,No,-29.0257,167.9416,Tasmania,3,9,2015,0.0
AliceSprings,10.7,25.2,0.0,ESE,50.0,SE,SE,30.0,28.0,36.0,14.0,1021.0,1017.1,17.9,24.6,No,No,-23.7,133.8667,Northern Territory,6,4,2009,0.0
Bendigo,8.9,17.0,14.0,W,43.0,WNW,W,20.0,20.0,80.0,68.0,1015.3,1014.5,11.6,14.2,Yes,No,-36.75,144.2667,Victoria,13,11,2013,0.2
Moree,8.7,31.9,0.0,NNE,35.0,NNE,WNW,26.0,11.0,52.0,11.0,1019.3,1013.2,22.9,31.3,No,No,-29.465,149.8344,New South Wales,30,9,2013,0.0
NorfolkIsland,11.4,18.6,0.0,NW,59.0,NNW,NNW,11.0,17.0,62.0,65.0,1018.0,1013.7,15.1,17.5,No,Yes,-29.0257,167.9416,Tasmania,15,7,2010,4.8
Mildura,3.1,13.7,0.0,WSW,22.0,SW,SW,7.0,9.0,95.0,49.0,1028.2,1025.4,6.4,12.1,No,No,-34.1889,142.1583,Victoria,6,8,2010,0.0
Wollongong,19.8,26.7,0.0,NE,61.0,NE,NE,24.0,43.0,73.0,80.0,1007.5,999.9,22.6,23.6,No,No,-34.4331,150.8831,New South Wales,8,12,2016,0.0
Hobart,8.4,18.5,0.0,NW,54.0,NW,WNW,9.0,33.0,68.0,62.0,1011.6,1007.0,11.1,13.4,No,Yes,-42.8806,147.325,Tasmania,6,5,2017,2.8
Cobar,9.2,16.8,0.0,NE,26.0,NNE,NW,17.0,6.0,63.0,60.0,1021.9,1020.5,13.7,16.7,No,Yes,-31.4997,145.8319,New South Wales,6,6,2013,1.2
Cobar,8.2,22.9,0.0,E,24.0,E,NW,15.0,7.0,52.0,31.0,1025.9,1022.2,14.9,22.0,No,No,-31.4997,145.8319,New South Wales,26,8,2013,0.0
Sydney,10.2,16.9,0.0,NNE,52.0,W,N,17.0,17.0,91.0,80.0,1018.4,1014.1,12.4,15.2,No,Yes,-33.865,151.2094,New South Wales,17,8,2011,5.6
Walpole,13.9,19.8,0.0,SSW,54.0,S,S,28.0,20.0,84.0,78.0,1010.8,1012.6,16.6,15.7,No,No,-34.97,116.728,Western Australia,8,12,2014,0.6
Walpole,13.4,21.8,0.0,N,50.0,NNE,NNE,19.0,19.0,72.0,65.0,1005.4,1002.2,17.2,20.3,No,Yes,-34.97,116.728,Western Australia,14,4,2010,2.0
Brisbane,20.4,30.2,0.0,E,33.0,E,E,11.0,15.0,49.0,55.0,1019.7,1018.8,27.3,27.1,No,No,-27.4678,153.0281,Queensland,14,1,2014,0.0
Townsville,21.6,29.5,0.0,NE,26.0,SW,N,7.0,13.0,90.0,58.0,1015.5,1011.9,24.8,29.1,No,No,-19.2564,146.8183,Queensland,24,6,2016,0.0
PerthAirport,6.2,21.7,0.2,E,39.0,NW,S,7.0,17.0,55.0,34.0,1023.3,1020.6,16.3,20.8,No,No,-31.9522,115.8589,Western Australia,10,5,2017,0.0
Dartmoor,12.1,23.8,0.0,ESE,43.0,ESE,ESE,15.0,19.0,58.0,52.0,1017.5,1015.2,17.9,22.7,No,Yes,-37.9333296,141.2833322,Victoria,30,10,2015,3.8
WaggaWagga,-0.9,16.1,0.0,SSE,39.0,SSE,SSW,19.0,20.0,48.0,28.0,1030.2,1027.6,9.6,15.1,No,No,-35.1189,147.3689,New South Wales,23,9,2015,0.0
Cobar,11.9,16.8,5.8,WSW,70.0,W,WSW,22.0,30.0,68.0,47.0,1012.1,1012.9,15.4,15.6,Yes,No,-31.4997,145.8319,New South Wales,26,4,2017,0.2
Adelaide,8.3,19.8,0.0,WSW,35.0,SSW,SW,9.0,19.0,59.0,49.0,1029.2,1025.9,13.8,18.8,No,No,-34.9289,138.6011,South Australia,15,10,2008,0.0
Nuriootpa,2.1,10.9,5.0,SW,37.0,SW,SW,7.0,22.0,100.0,77.0,1023.1,1023.6,5.4,9.9,Yes,No,-34.4667,138.9833,South Australia,1,7,2012,0.6
GoldCoast,22.5,28.7,0.0,SE,65.0,SSE,SSE,37.0,50.0,72.0,64.0,1015.8,1014.2,26.8,27.7,No,No,-28.0167,153.4,Queensland,9,2,2016,0.0
Brisbane,11.1,23.7,0.0,NE,30.0,SW,NE,4.0,13.0,65.0,43.0,1024.1,1019.0,18.5,22.2,No,No,-27.4678,153.0281,Queensland,5,9,2012,0.0
Melbourne,15.9,24.7,0.0,N,28.0,NNE,NNE,9.0,13.0,93.0,52.0,1020.7,1014.7,16.6,24.5,No,Yes,-37.8136,144.9631,Victoria,24,4,2017,21.6
SydneyAirport,6.1,14.1,0.0,SSW,46.0,WNW,S,15.0,22.0,50.0,56.0,1026.4,1024.6,9.7,13.4,No,No,-33.865,151.2094,New South Wales,3,7,2015,0.0
Richmond,8.5,17.9,31.6,W,31.0,NW,SSW,6.0,13.0,79.0,44.0,1011.2,1010.3,11.1,16.6,Yes,No,-33.5983,150.7511,New South Wales,25,8,2016,0.0
NorfolkIsland,14.9,21.9,0.0,ESE,28.0,SSE,ESE,13.0,11.0,60.0,62.0,1021.5,1018.9,19.9,20.6,No,No,-29.0257,167.9416,Tasmania,20,11,2015,0.0
Townsville,18.0,31.2,0.0,E,52.0,ESE,E,24.0,39.0,49.0,40.0,1015.3,1012.3,28.1,29.9,No,No,-19.2564,146.8183,Queensland,18,11,2016,0.0
Uluru,23.5,42.4,0.0,ENE,48.0,ENE,ESE,24.0,24.0,19.0,10.0,1011.2,1008.0,34.5,40.3,No,No,-25.344,131.035,Northern Territory,15,2,2015,0.0
Cobar,12.7,23.4,0.6,NW,46.0,WSW,WNW,13.0,24.0,64.0,36.0,1010.3,1006.0,17.1,21.9,No,No,-31.4997,145.8319,New South Wales,25,4,2009,1.0
BadgerysCreek,13.0,24.8,0.2,ESE,28.0,SW,E,11.0,13.0,79.0,47.0,1020.6,1018.3,18.2,24.0,No,No,-37.7,145.5167,Victoria,2,4,2010,0.0
Dartmoor,9.1,14.7,0.0,SW,28.0,SW,SSW,7.0,9.0,86.0,92.0,1021.5,1022.5,12.5,13.7,No,No,-37.9333296,141.2833322,Victoria,2,6,2013,0.0
Watsonia,14.2,21.9,0.0,WSW,39.0,WSW,SSW,13.0,19.0,79.0,59.0,1017.9,1019.0,15.6,20.2,No,No,-37.711,145.083,Victoria,5,3,2012,0.4
AliceSprings,2.2,19.2,0.0,ESE,48.0,SE,ESE,15.0,26.0,58.0,31.0,1029.2,1025.3,11.5,18.6,No,No,-23.7,133.8667,Northern Territory,31,5,2017,0.0
MountGinini,11.2,18.8,0.0,WNW,63.0,WNW,WNW,15.0,26.0,55.0,34.0,1017.4,1015.0,13.5,18.2,No,No,-35.5333,148.7833,New South Wales,6,4,2016,0.0
BadgerysCreek,16.6,30.4,0.0,NE,37.0,NNE,E,17.0,24.0,61.0,53.0,1016.8,1011.4,22.5,27.5,No,No,-37.7,145.5167,Victoria,21,12,2009,0.2
Launceston,11.2,25.4,0.0,NW,43.0,N,NW,6.0,22.0,67.0,50.0,1017.4,1015.0,17.1,24.6,No,No,-41.4419,147.145,Tasmania,9,1,2017,0.0
BadgerysCreek,11.7,20.4,0.4,NE,24.0,SW,ESE,6.0,11.0,84.0,71.0,1021.3,1017.9,15.5,18.6,No,No,-37.7,145.5167,Victoria,29,10,2010,0.2
Adelaide,15.0,27.1,0.0,SE,35.0,ESE,SE,11.0,11.0,49.0,27.0,1021.6,1019.4,18.7,26.1,No,No,-34.9289,138.6011,South Australia,25,1,2014,0.0
Witchcliffe,11.0,16.8,28.4,NW,72.0,WNW,NW,28.0,28.0,56.0,76.0,1006.4,1005.8,15.6,15.1,Yes,Yes,-34.026,115.1,Western Australia,29,7,2011,16.8
SalmonGums,6.0,25.5,0.0,ESE,24.0,ENE,ESE,7.0,7.0,91.0,32.0,1017.4,1015.0,16.7,24.9,No,No,-32.9747,121.638,Western Australia,20,4,2017,0.0
MountGinini,9.4,19.2,0.0,NW,70.0,NW,NW,28.0,30.0,55.0,49.0,1017.4,1015.0,13.1,17.1,No,Yes,-35.5333,148.7833,New South Wales,8,12,2016,3.4
Williamtown,21.5,26.1,0.0,ESE,39.0,ENE,ESE,13.0,30.0,79.0,77.0,1012.3,1011.8,24.0,23.6,No,No,-32.80899676,151.8389966,New South Wales,21,2,2009,1.0
Albury,1.4,10.3,0.0,SE,20.0,NNW,E,4.0,6.0,98.0,86.0,1017.5,1015.0,5.5,9.9,No,No,-36.0806,146.9158,New South Wales,16,6,2012,0.0
Adelaide,15.8,33.7,0.0,N,46.0,NE,N,22.0,22.0,12.0,5.0,1019.3,1013.4,24.8,32.6,No,No,-34.9289,138.6011,South Australia,11,11,2012,0.0
Mildura,7.5,15.1,7.8,WSW,59.0,WNW,WSW,28.0,28.0,90.0,54.0,1004.8,1005.9,9.3,14.2,Yes,No,-34.1889,142.1583,Victoria,26,8,2010,0.6
CoffsHarbour,15.3,26.0,0.0,NE,48.0,N,NE,13.0,30.0,52.0,59.0,1024.1,1021.9,24.0,24.8,No,No,-30.3022,153.1189,New South Wales,12,12,2016,0.0
Sale,8.4,17.5,0.0,SW,22.0,NNW,ENE,13.0,9.0,90.0,60.0,1031.7,1030.3,10.2,15.2,No,No,-38.1,147.0667,Victoria,27,5,2013,0.2
Brisbane,24.6,28.9,1.2,E,35.0,ENE,NE,6.0,11.0,82.0,64.0,1019.4,1017.3,25.6,28.3,Yes,Yes,-27.4678,153.0281,Queensland,3,1,2015,16.8
Sale,4.6,15.9,0.0,ESE,28.0,WNW,SE,7.0,20.0,77.0,79.0,1035.9,1033.4,14.0,13.9,No,No,-38.1,147.0667,Victoria,25,9,2015,0.0
Perth,15.7,24.3,0.0,SSW,24.0,SE,SW,6.0,13.0,84.0,54.0,1014.9,1012.6,19.0,23.5,No,No,-31.9522,115.8589,Western Australia,20,4,2010,0.0
AliceSprings,8.1,28.2,0.0,ESE,31.0,NNE,E,4.0,9.0,34.0,17.0,1018.4,1014.5,20.8,27.7,No,No,-23.7,133.8667,Northern Territory,27,9,2010,0.0
WaggaWagga,15.2,27.3,0.4,WSW,50.0,W,WNW,30.0,13.0,72.0,40.0,1009.3,1011.0,17.6,25.1,No,No,-35.1189,147.3689,New South Wales,27,11,2011,0.0
Tuggeranong,17.7,27.2,0.2,ENE,28.0,S,NE,9.0,13.0,73.0,56.0,1015.3,1012.6,19.8,25.9,No,No,-35.4244,149.088,New South Wales,18,2,2011,0.0
Perth,13.2,22.2,3.2,NW,35.0,WSW,W,13.0,15.0,50.0,66.0,1008.6,1008.0,19.8,19.2,Yes,No,-31.9522,115.8589,Western Australia,6,11,2011,0.0
MelbourneAirport,7.2,13.4,0.0,WSW,52.0,N,NW,15.0,22.0,74.0,54.0,1008.5,1006.6,10.2,12.8,No,No,-37.8136,144.9631,Victoria,14,7,2012,0.8
Woomera,16.0,21.5,0.6,S,44.0,S,S,24.0,33.0,79.0,44.0,1017.1,1015.3,18.0,20.8,No,No,-31.2,136.81,South Australia,11,4,2014,0.0
PerthAirport,15.1,31.2,0.0,E,46.0,ESE,E,20.0,19.0,47.0,25.0,1021.4,1016.4,22.4,30.3,No,No,-31.9522,115.8589,Western Australia,14,12,2016,0.0
Townsville,13.6,26.3,0.0,NE,31.0,SSE,NE,9.0,22.0,61.0,52.0,1021.7,1018.7,21.1,24.1,No,No,-19.2564,146.8183,Queensland,29,7,2014,0.0
Dartmoor,6.6,16.3,0.2,ENE,26.0,E,ESE,9.0,11.0,82.0,66.0,1013.8,1009.0,11.5,15.9,No,No,-37.9333296,141.2833322,Victoria,2,9,2016,0.2
Darwin,20.8,32.6,0.0,ESE,50.0,SE,ESE,17.0,19.0,45.0,34.0,1013.0,1010.4,25.0,31.5,No,No,-12.4381,130.8411,Northern Territory,27,6,2010,0.0
Watsonia,8.7,20.4,6.6,W,37.0,NW,NW,11.0,13.0,75.0,43.0,1015.8,1014.5,11.9,18.5,Yes,No,-37.711,145.083,Victoria,11,10,2013,0.0
PerthAirport,22.2,35.9,0.0,E,52.0,NW,WNW,11.0,22.0,41.0,55.0,1004.1,1005.4,27.6,28.3,No,No,-31.9522,115.8589,Western Australia,6,1,2010,0.0
Nuriootpa,9.1,18.2,2.0,NNE,67.0,NE,NNE,9.0,20.0,66.0,42.0,1017.8,1013.1,11.0,17.1,Yes,Yes,-34.4667,138.9833,South Australia,29,8,2016,7.1
Cairns,13.0,27.1,0.0,ESE,33.0,S,SE,13.0,22.0,45.0,30.0,1019.2,1015.7,22.9,26.5,No,No,-16.9303,145.7703,Queensland,6,8,2013,0.0
Albury,5.8,18.9,3.8,NNE,26.0,ENE,NNE,7.0,11.0,94.0,67.0,1011.5,1007.1,10.8,18.2,Yes,Yes,-36.0806,146.9158,New South Wales,23,8,2009,1.2
Moree,3.7,20.9,0.0,SSW,52.0,SE,SSW,19.0,33.0,46.0,27.0,1026.0,1021.5,14.2,19.4,No,No,-29.465,149.8344,New South Wales,29,8,2014,0.0
PerthAirport,21.7,38.0,0.0,SSW,44.0,NNE,SW,11.0,30.0,50.0,37.0,1009.5,1005.6,30.1,34.8,No,Yes,-31.9522,115.8589,Western Australia,4,1,2011,4.6
PerthAirport,16.5,28.4,0.0,SSW,41.0,S,SW,17.0,26.0,60.0,48.0,1014.0,1012.7,22.1,27.1,No,No,-31.9522,115.8589,Western Australia,21,1,2016,0.0
Penrith,15.8,27.1,0.0,SE,31.0,S,S,7.0,15.0,64.0,39.0,1017.4,1015.0,19.5,26.5,No,No,-33.7511,150.6942,New South Wales,1,4,2010,0.0
Watsonia,8.4,25.7,0.0,NNW,31.0,E,NE,11.0,7.0,72.0,32.0,1026.4,1022.0,14.9,25.3,No,No,-37.711,145.083,Victoria,5,4,2017,0.0
Mildura,16.3,22.1,11.2,W,37.0,W,W,17.0,22.0,91.0,48.0,1012.6,1010.3,16.8,21.5,Yes,No,-34.1889,142.1583,Victoria,25,4,2017,0.8
Hobart,3.6,15.0,0.2,NW,44.0,NW,SW,6.0,6.0,81.0,58.0,1016.0,1012.3,7.4,14.0,No,No,-42.8806,147.325,Tasmania,26,5,2011,0.0
Townsville,25.4,31.7,3.2,E,52.0,SE,ESE,19.0,30.0,66.0,61.0,1008.1,1005.5,29.6,30.7,Yes,Yes,-19.2564,146.8183,Queensland,11,3,2015,2.0
Wollongong,11.4,19.3,0.0,N,30.0,S,NE,6.0,19.0,58.0,58.0,1029.9,1027.4,16.9,18.9,No,No,-34.4331,150.8831,New South Wales,18,10,2014,0.0
Albury,8.7,19.0,0.0,W,35.0,SE,NE,6.0,11.0,87.0,77.0,1016.0,1014.2,12.4,16.3,No,Yes,-36.0806,146.9158,New South Wales,16,10,2012,2.2
Woomera,11.6,30.9,0.0,N,44.0,NE,N,22.0,28.0,13.0,4.0,1024.9,1018.6,23.5,29.5,No,No,-31.2,136.81,South Australia,3,10,2012,0.0
Portland,8.1,12.3,0.2,NW,35.0,N,N,11.0,13.0,80.0,67.0,1032.4,1029.9,8.5,10.7,No,No,-38.3333,141.6,Victoria,16,7,2016,0.2
Brisbane,14.0,25.0,0.0,E,26.0,SE,ENE,6.0,11.0,48.0,48.0,1026.6,1023.2,21.8,23.5,No,No,-27.4678,153.0281,Queensland,15,10,2012,0.0
SydneyAirport,19.6,25.7,0.6,ENE,33.0,ENE,E,15.0,22.0,54.0,49.0,1021.9,1020.0,23.3,24.2,No,No,-33.865,151.2094,New South Wales,15,2,2012,0.0
Albury,11.8,29.1,0.0,W,39.0,N,WNW,2.0,22.0,70.0,28.0,1011.5,1010.3,19.4,27.5,No,No,-36.0806,146.9158,New South Wales,26,10,2014,0.2
Sale,13.8,15.3,18.8,SSW,26.0,S,S,17.0,13.0,87.0,92.0,1012.7,1013.0,13.9,13.3,Yes,No,-38.1,147.0667,Victoria,15,4,2013,0.8
Wollongong,12.4,19.6,0.0,N,46.0,N,NE,19.0,33.0,65.0,77.0,1024.8,1019.6,16.6,18.2,No,No,-34.4331,150.8831,New South Wales,25,8,2011,0.0
PearceRAAF,13.3,25.6,0.0,WNW,52.0,WNW,WNW,24.0,31.0,58.0,51.0,1010.8,1009.6,21.6,24.8,No,Yes,-31.6722,116.0318,Western Australia,17,11,2011,2.2
Witchcliffe,15.6,19.8,6.0,NW,50.0,NW,NW,20.0,24.0,63.0,62.0,1017.4,1015.0,18.2,18.4,Yes,Yes,-34.026,115.1,Western Australia,31,5,2011,2.4
